date,category,region,sales,profit
2025-04-12,Groceries,North,39362,7364.2
2025-04-13,Electronics,East,22311,3240.14
2025-04-13,Electronics,West,40150,7332.96
2025-04-13,Electronics,North,30734,5421.1
2025-04-13,Clothing,East,29193,2183.48
2025-04-13,Clothing,West,46991,3693.66
2025-04-13,Clothing,North,43907,9340.3
2025-04-13,Groceries,East,37132,8548.16
2025-04-13,Groceries,West,15091,2377.1
2025-04-13,Groceries,North,15974,2451.26
2025-04-14,Electronics,East,30720,4598.25
2025-04-14,Electronics,West,48815,3601.15
2025-04-14,Electronics,North,28968,3711.7
2025-04-14,Clothing,East,17704,2541.86
2025-04-14,Clothing,West,11003,2439.42
2025-04-14,Clothing,North,32081,2142.48
2025-04-14,Groceries,East,6594,483.39
2025-04-14,Groceries,West,7328,1730.49
2025-04-14,Groceries,North,25421,6430.05
2025-04-15,Electronics,East,37462,2434.85
2025-04-15,Electronics,West,37804,7198.67
2025-04-15,Electronics,North,44909,3617.77
2025-04-15,Clothing,East,24173,6488.08
2025-04-15,Clothing,West,28717,7668.1
2025-04-15,Clothing,North,48255,3033.38
2025-04-15,Groceries,East,19850,3972.04
2025-04-15,Groceries,West,24045,1825.02
2025-04-15,Groceries,North,34253,3534.39
2025-04-16,Electronics,East,44039,7510.73
2025-04-16,Electronics,West,8092,1112.88
2025-04-16,Electronics,North,37455,5314.5
2025-04-16,Clothing,East,19256,3726.52
2025-04-16,Clothing,West,29122,7609.25
2025-04-16,Clothing,North,41745,8490.65
2025-04-16,Groceries,East,43119,8157.47
2025-04-16,Groceries,West,40911,11547.99
2025-04-16,Groceries,North,46447,5427.89
2025-04-17,Electronics,East,12823,1517.19
2025-04-17,Electronics,West,21249,5957.89
2025-04-17,Electronics,North,24004,1236.84
2025-04-17,Clothing,East,10388,1990.14
2025-04-17,Clothing,West,27265,1837.56
2025-04-17,Clothing,North,49560,10323.0
2025-04-17,Groceries,East,3009,219.47
2025-04-17,Groceries,West,35765,3711.81
2025-04-17,Groceries,North,28514,4659.51
2025-04-18,Electronics,East,11315,1612.54
2025-04-18,Electronics,West,48290,6330.61
2025-04-18,Electronics,North,38197,7603.34
2025-04-18,Clothing,East,4447,395.32
2025-04-18,Clothing,West,41490,2590.66
2025-04-18,Clothing,North,6346,748.99
2025-04-18,Groceries,East,44380,6923.44
2025-04-18,Groceries,West,40785,6546.44
2025-04-18,Groceries,North,18902,1963.77
2025-04-19,Electronics,East,34577,2712.72
2025-04-19,Electronics,West,29174,2267.47
2025-04-19,Electronics,North,45447,9981.14
2025-04-19,Clothing,East,32891,5977.4
2025-04-19,Clothing,West,21212,1301.45
2025-04-19,Clothing,North,26903,7966.29
2025-04-19,Groceries,East,4590,238.32
2025-04-19,Groceries,West,20753,5942.23
2025-04-19,Groceries,North,9993,2408.71
2025-04-20,Electronics,East,19969,2636.52
2025-04-20,Electronics,West,1506,262.57
2025-04-20,Electronics,North,29223,2744.73
2025-04-20,Clothing,East,25917,4746.58
2025-04-20,Clothing,West,16080,2815.05
2025-04-20,Clothing,North,44781,11264.66
2025-04-20,Groceries,East,5723,854.26
2025-04-20,Groceries,West,49630,3006.37
2025-04-20,Groceries,North,2228,367.48
2025-04-21,Electronics,East,6102,1620.25
2025-04-21,Electronics,West,38732,6093.36
2025-04-21,Electronics,North,27504,6253.71
2025-04-21,Clothing,East,28373,3472.25
2025-04-21,Clothing,West,27544,1520.82
2025-04-21,Clothing,North,22284,2071.71
2025-04-21,Groceries,East,41509,6849.99
2025-04-21,Groceries,West,46194,12931.66
2025-04-21,Groceries,North,6775,1078.43
2025-04-22,Electronics,East,7937,879.65
2025-04-22,Electronics,West,39592,5943.25
2025-04-22,Electronics,North,6154,916.59
2025-04-22,Clothing,East,21334,5044.45
2025-04-22,Clothing,West,15520,2068.31
2025-04-22,Clothing,North,12018,830.38
2025-04-22,Groceries,East,42499,3336.45
2025-04-22,Groceries,West,34420,3389.54
2025-04-22,Groceries,North,23896,3292.27
2025-04-23,Electronics,East,43299,10987.52
2025-04-23,Electronics,West,16484,1247.86
2025-04-23,Electronics,North,17775,1765.38
2025-04-23,Clothing,East,40478,3570.87
2025-04-23,Clothing,West,43959,3026.06
2025-04-23,Clothing,North,42153,7314.78
2025-04-23,Groceries,East,37944,9105.39
2025-04-23,Groceries,West,30419,6700.8
2025-04-23,Groceries,North,37994,8007.16
2025-04-24,Electronics,East,41928,5484.27
2025-04-24,Electronics,West,42105,5433.01
2025-04-24,Electronics,North,29820,2000.07
2025-04-24,Clothing,East,29980,6231.23
2025-04-24,Clothing,West,19001,3759.44
2025-04-24,Clothing,North,24064,4255.34
2025-04-24,Groceries,East,21342,3530.73
2025-04-24,Groceries,West,3464,222.47
2025-04-24,Groceries,North,19813,1370.72
2025-04-25,Electronics,East,6917,1409.35
2025-04-25,Electronics,West,34231,5001.85
2025-04-25,Electronics,North,39032,7360.62
2025-04-25,Clothing,East,49425,13540.93
2025-04-25,Clothing,West,30473,8449.02
2025-04-25,Clothing,North,38464,8191.27
2025-04-25,Groceries,East,22071,4441.82
2025-04-25,Groceries,West,33857,2969.78
2025-04-25,Groceries,North,5054,821.94
2025-04-26,Electronics,East,23507,6948.58
2025-04-26,Electronics,West,6526,1149.47
2025-04-26,Electronics,North,12308,735.84
2025-04-26,Clothing,East,47374,7553.29
2025-04-26,Clothing,West,29797,5393.77
2025-04-26,Clothing,North,40964,3673.92
2025-04-26,Groceries,East,25435,7108.68
2025-04-26,Groceries,West,26389,4016.2
2025-04-26,Groceries,North,23175,5092.11
2025-04-27,Electronics,East,4431,1095.82
2025-04-27,Electronics,West,43421,5803.75
2025-04-27,Electronics,North,22606,1664.4
2025-04-27,Clothing,East,45458,6666.01
2025-04-27,Clothing,West,17514,4044.57
2025-04-27,Clothing,North,44028,12816.66
2025-04-27,Groceries,East,40498,10866.42
2025-04-27,Groceries,West,22847,1607.87
2025-04-27,Groceries,North,44490,3797.54
2025-04-28,Electronics,East,23925,3051.82
2025-04-28,Electronics,West,43995,9882.16
2025-04-28,Electronics,North,26687,2194.68
2025-04-28,Clothing,East,47454,13500.69
2025-04-28,Clothing,West,21288,4038.98
2025-04-28,Clothing,North,43171,10702.76
2025-04-28,Groceries,East,9375,2039.34
2025-04-28,Groceries,West,49416,14789.77
2025-04-28,Groceries,North,35497,2604.17
2025-04-29,Electronics,East,44939,7003.81
2025-04-29,Electronics,West,24712,1348.23
2025-04-29,Electronics,North,21241,2019.29
2025-04-29,Clothing,East,15037,2036.51
2025-04-29,Clothing,West,32868,3221.11
2025-04-29,Clothing,North,10015,888.69
2025-04-29,Groceries,East,20385,5322.67
2025-04-29,Groceries,West,7628,1349.56
2025-04-29,Groceries,North,36374,9412.86
2025-04-30,Electronics,East,35506,2110.37
2025-04-30,Electronics,West,23070,6208.1
2025-04-30,Electronics,North,41503,3434.88
2025-04-30,Clothing,East,25688,2275.01
2025-04-30,Clothing,West,12851,3313.45
2025-04-30,Clothing,North,41942,10580.33
2025-04-30,Groceries,East,11848,2728.54
2025-04-30,Groceries,West,3863,589.94
2025-04-30,Groceries,North,45326,10420.29
2025-05-01,Electronics,East,30111,6101.96
2025-05-01,Electronics,West,30420,3300.59
2025-05-01,Electronics,North,16674,2123.72
2025-05-01,Clothing,East,31737,8759.21
2025-05-01,Clothing,West,13715,1946.98
2025-05-01,Clothing,North,38383,11365.59
2025-05-01,Groceries,East,31256,7575.19
2025-05-01,Groceries,West,26026,4573.46
2025-05-01,Groceries,North,28437,8291.29
2025-05-02,Electronics,East,14087,3526.18
2025-05-02,Electronics,West,10070,2701.28
2025-05-02,Electronics,North,4419,929.29
2025-05-02,Clothing,East,25327,4777.56
2025-05-02,Clothing,West,7723,1759.69
2025-05-02,Clothing,North,34810,9147.77
2025-05-02,Groceries,East,19681,1396.74
2025-05-02,Groceries,West,11506,1359.98
2025-05-02,Groceries,North,34643,3008.3
2025-05-03,Electronics,East,29670,2163.79
2025-05-03,Electronics,West,15551,3952.69
2025-05-03,Electronics,North,23910,6757.4
2025-05-03,Clothing,East,28190,1784.83
2025-05-03,Clothing,West,33899,4864.18
2025-05-03,Clothing,North,26307,7856.09
2025-05-03,Groceries,East,25570,2713.86
2025-05-03,Groceries,West,21885,6187.03
2025-05-03,Groceries,North,47838,10165.1
2025-05-04,Electronics,East,10571,892.19
2025-05-04,Electronics,West,19800,5531.11
2025-05-04,Electronics,North,31962,7160.06
2025-05-04,Clothing,East,10095,2419.88
2025-05-04,Clothing,West,31743,5147.14
2025-05-04,Clothing,North,1344,371.57
2025-05-04,Groceries,East,2245,255.89
2025-05-04,Groceries,West,10798,2021.4
2025-05-04,Groceries,North,48660,9840.03
2025-05-05,Electronics,East,28738,2235.72
2025-05-05,Electronics,West,19881,2175.18
2025-05-05,Electronics,North,8985,556.51
2025-05-05,Clothing,East,28513,5980.26
2025-05-05,Clothing,West,41816,6869.47
2025-05-05,Clothing,North,8265,2142.06
2025-05-05,Groceries,East,33756,6723.68
2025-05-05,Groceries,West,2077,431.99
2025-05-05,Groceries,North,38686,4274.2
2025-05-06,Electronics,East,10409,1278.41
2025-05-06,Electronics,West,1102,224.48
2025-05-06,Electronics,North,16765,3230.04
2025-05-06,Clothing,East,13275,2868.63
2025-05-06,Clothing,West,6610,1195.56
2025-05-06,Clothing,North,24632,1648.37
2025-05-06,Groceries,East,35475,6599.08
2025-05-06,Groceries,West,34267,6460.63
2025-05-06,Groceries,North,26588,7134.43
2025-05-07,Electronics,East,3853,804.96
2025-05-07,Electronics,West,25464,2887.94
2025-05-07,Electronics,North,2064,287.46
2025-05-07,Clothing,East,5427,739.16
2025-05-07,Clothing,West,49034,10506.81
2025-05-07,Clothing,North,7793,1892.73
2025-05-07,Groceries,East,49181,11762.61
2025-05-07,Groceries,West,9743,595.14
2025-05-07,Groceries,North,36783,4952.35
2025-05-08,Electronics,East,43126,4044.02
2025-05-08,Electronics,West,45871,7621.73
2025-05-08,Electronics,North,46573,7900.31
2025-05-08,Clothing,East,12945,3273.46
2025-05-08,Clothing,West,5135,1175.97
2025-05-08,Clothing,North,30994,1836.27
2025-05-08,Groceries,East,14211,866.18
2025-05-08,Groceries,West,14072,3819.81
2025-05-08,Groceries,North,21682,6143.44
2025-05-09,Electronics,East,34776,5200.96
2025-05-09,Electronics,West,36588,6159.59
2025-05-09,Electronics,North,3399,810.06
2025-05-09,Clothing,East,13524,1643.54
2025-05-09,Clothing,West,4132,1100.97
2025-05-09,Clothing,North,22753,2691.77
2025-05-09,Groceries,East,25118,3999.74
2025-05-09,Groceries,West,27215,6418.03
2025-05-09,Groceries,North,26339,3549.42
2025-05-10,Electronics,East,13243,2304.95
2025-05-10,Electronics,West,33605,4766.42
2025-05-10,Electronics,North,35031,4087.42
2025-05-10,Clothing,East,6414,1486.57
2025-05-10,Clothing,West,6172,973.03
2025-05-10,Clothing,North,12826,2390.36
2025-05-10,Groceries,East,22050,1668.07
2025-05-10,Groceries,West,22490,4840.52
2025-05-10,Groceries,North,21086,3404.94
2025-05-11,Electronics,East,48032,7518.4
2025-05-11,Electronics,West,46204,7437.79
2025-05-11,Electronics,North,30303,1836.02
2025-05-11,Clothing,East,24105,4910.5
2025-05-11,Clothing,West,29504,3500.32
2025-05-11,Clothing,North,4759,327.23
2025-05-11,Groceries,East,42780,6483.42
2025-05-11,Groceries,West,34625,8665.74
2025-05-11,Groceries,North,45525,4097.1
2025-05-12,Electronics,East,3040,260.51
2025-05-12,Electronics,West,40817,8960.24
2025-05-12,Electronics,North,29716,1744.32
2025-05-12,Clothing,East,5406,589.25
2025-05-12,Clothing,West,43281,6127.82
2025-05-12,Clothing,North,26090,7497.4
2025-05-12,Groceries,East,3122,628.38
2025-05-12,Groceries,West,45503,7393.36
2025-05-12,Groceries,North,25311,3619.56
2025-05-13,Electronics,East,6038,1168.23
2025-05-13,Electronics,West,35698,5059.74
2025-05-13,Electronics,North,21603,4588.27
2025-05-13,Clothing,East,17358,5036.08
2025-05-13,Clothing,West,2698,631.11
2025-05-13,Clothing,North,33705,6047.9
2025-05-13,Groceries,East,37809,3003.56
2025-05-13,Groceries,West,18058,4081.28
2025-05-13,Groceries,North,15062,4504.91
2025-05-14,Electronics,East,19715,4406.21
2025-05-14,Electronics,West,33191,3320.58
2025-05-14,Electronics,North,9895,2604.43
2025-05-14,Clothing,East,30625,2853.15
2025-05-14,Clothing,West,47751,7701.18
2025-05-14,Clothing,North,6753,1706.0
2025-05-14,Groceries,East,21944,4760.97
2025-05-14,Groceries,West,47500,3146.15
2025-05-14,Groceries,North,36531,4478.36
2025-05-15,Electronics,East,20657,5429.5
2025-05-15,Electronics,West,47649,10834.95
2025-05-15,Electronics,North,46889,9819.73
2025-05-15,Clothing,East,24690,4374.79
2025-05-15,Clothing,West,8953,2652.62
2025-05-15,Clothing,North,10101,1102.87
2025-05-15,Groceries,East,33376,1888.11
2025-05-15,Groceries,West,37308,7203.03
2025-05-15,Groceries,North,31631,7936.71
2025-05-16,Electronics,East,37152,3062.92
2025-05-16,Electronics,West,6650,441.81
2025-05-16,Electronics,North,27093,8125.16
2025-05-16,Clothing,East,48111,8162.81
2025-05-16,Clothing,West,27921,6765.01
2025-05-16,Clothing,North,38676,2646.9
2025-05-16,Groceries,East,21776,4585.69
2025-05-16,Groceries,West,30489,5075.15
2025-05-16,Groceries,North,34905,4751.57
2025-05-17,Electronics,East,37130,7795.39
2025-05-17,Electronics,West,12925,3127.14
2025-05-17,Electronics,North,9456,1495.51
2025-05-17,Clothing,East,4631,1194.09
2025-05-17,Clothing,West,34954,3084.83
2025-05-17,Clothing,North,11790,1066.9
2025-05-17,Groceries,East,47486,5050.97
2025-05-17,Groceries,West,35006,9582.24
2025-05-17,Groceries,North,6168,694.83
2025-05-18,Electronics,East,42619,12320.64
2025-05-18,Electronics,West,18986,1543.42
2025-05-18,Electronics,North,20845,4244.19
2025-05-18,Clothing,East,7122,1250.93
2025-05-18,Clothing,West,12051,2385.52
2025-05-18,Clothing,North,39053,3458.09
2025-05-18,Groceries,East,44170,9104.31
2025-05-18,Groceries,West,40658,5464.63
2025-05-18,Groceries,North,37937,2287.55
2025-05-19,Electronics,East,2859,201.0
2025-05-19,Electronics,West,43038,10447.72
2025-05-19,Electronics,North,18344,3903.28
2025-05-19,Clothing,East,38495,5933.88
2025-05-19,Clothing,West,42876,2468.43
2025-05-19,Clothing,North,42101,7847.39
2025-05-19,Groceries,East,43068,12453.65
2025-05-19,Groceries,West,32650,3631.32
2025-05-19,Groceries,North,45891,6953.55
2025-05-20,Electronics,East,30723,2096.64
2025-05-20,Electronics,West,4926,440.98
2025-05-20,Electronics,North,28238,4830.47
2025-05-20,Clothing,East,14370,1940.64
2025-05-20,Clothing,West,10415,1334.64
2025-05-20,Clothing,North,48078,6241.92
2025-05-20,Groceries,East,23634,6944.7
2025-05-20,Groceries,West,9569,2298.15
2025-05-20,Groceries,North,34749,6616.65
2025-05-21,Electronics,East,21913,2419.95
2025-05-21,Electronics,West,9029,1055.2
2025-05-21,Electronics,North,17247,1469.78
2025-05-21,Clothing,East,4316,528.94
2025-05-21,Clothing,West,26175,6963.62
2025-05-21,Clothing,North,28402,3182.94
2025-05-21,Groceries,East,11466,2905.13
2025-05-21,Groceries,West,38859,8948.53
2025-05-21,Groceries,North,13440,3236.09
2025-05-22,Electronics,East,33654,10062.29
2025-05-22,Electronics,West,31593,5518.98
2025-05-22,Electronics,North,21220,3699.55
2025-05-22,Clothing,East,6901,1975.81
2025-05-22,Clothing,West,34124,5606.83
2025-05-22,Clothing,North,16776,1741.12
2025-05-22,Groceries,East,24127,1499.84
2025-05-22,Groceries,West,19438,3376.84
2025-05-22,Groceries,North,43877,9570.9
2025-05-23,Electronics,East,19726,3632.99
2025-05-23,Electronics,West,8044,1268.8
2025-05-23,Electronics,North,18332,4250.77
2025-05-23,Clothing,East,27427,3880.49
2025-05-23,Clothing,West,27252,1711.14
2025-05-23,Clothing,North,37819,3731.37
2025-05-23,Groceries,East,37256,4550.84
2025-05-23,Groceries,West,26319,4633.83
2025-05-23,Groceries,North,37035,4441.61
2025-05-24,Electronics,East,41844,9209.85
2025-05-24,Electronics,West,8786,721.91
2025-05-24,Electronics,North,7336,1089.22
2025-05-24,Clothing,East,23222,4399.59
2025-05-24,Clothing,West,24960,5958.98
2025-05-24,Clothing,North,14045,2817.65
2025-05-24,Groceries,East,27305,4778.91
2025-05-24,Groceries,West,3969,237.06
2025-05-24,Groceries,North,47765,6365.17
2025-05-25,Electronics,East,32047,5763.11
2025-05-25,Electronics,West,10760,2168.84
2025-05-25,Electronics,North,34784,2954.74
2025-05-25,Clothing,East,41178,5338.01
2025-05-25,Clothing,West,26752,7962.84
2025-05-25,Clothing,North,49452,12889.69
2025-05-25,Groceries,East,39910,5351.67
2025-05-25,Groceries,West,34404,6298.85
2025-05-25,Groceries,North,47447,9049.62
2025-05-26,Electronics,East,32122,8156.97
2025-05-26,Electronics,West,25140,3338.84
2025-05-26,Electronics,North,8183,2413.78
2025-05-26,Clothing,East,39253,4981.97
2025-05-26,Clothing,West,48534,13008.31
2025-05-26,Clothing,North,42239,2393.34
2025-05-26,Groceries,East,32102,3736.11
2025-05-26,Groceries,West,43964,10803.1
2025-05-26,Groceries,North,38910,7564.44
2025-05-27,Electronics,East,48277,3033.67
2025-05-27,Electronics,West,32486,3009.11
2025-05-27,Electronics,North,42223,9723.78
2025-05-27,Clothing,East,25916,2253.24
2025-05-27,Clothing,West,45612,5042.37
2025-05-27,Clothing,North,38523,11058.08
2025-05-27,Groceries,East,8202,801.3
2025-05-27,Groceries,West,29903,3840.24
2025-05-27,Groceries,North,10924,1673.99
2025-05-28,Electronics,East,14362,2191.56
2025-05-28,Electronics,West,41073,11505.79
2025-05-28,Electronics,North,49223,11412.38
2025-05-28,Clothing,East,47253,3993.85
2025-05-28,Clothing,West,14588,2774.95
2025-05-28,Clothing,North,44399,7529.75
2025-05-28,Groceries,East,25695,3300.22
2025-05-28,Groceries,West,12349,2036.55
2025-05-28,Groceries,North,35939,4872.67
2025-05-29,Electronics,East,24218,5302.95
2025-05-29,Electronics,West,48246,10623.12
2025-05-29,Electronics,North,46436,5390.78
2025-05-29,Clothing,East,32731,3209.8
2025-05-29,Clothing,West,17155,2054.34
2025-05-29,Clothing,North,20562,2184.03
2025-05-29,Groceries,East,20504,4978.24
2025-05-29,Groceries,West,47196,4805.47
2025-05-29,Groceries,North,47202,8130.58
2025-05-30,Electronics,East,32444,4451.34
2025-05-30,Electronics,West,48294,5716.29
2025-05-30,Electronics,North,8987,1737.81
2025-05-30,Clothing,East,36598,5303.91
2025-05-30,Clothing,West,26856,6837.39
2025-05-30,Clothing,North,10599,1299.58
2025-05-30,Groceries,East,19850,5733.24
2025-05-30,Groceries,West,6179,844.0
2025-05-30,Groceries,North,29991,6417.86
2025-05-31,Electronics,East,49977,8484.59
2025-05-31,Electronics,West,14242,3660.02
2025-05-31,Electronics,North,18768,5316.15
2025-05-31,Clothing,East,46624,5497.22
2025-05-31,Clothing,West,8158,1663.57
2025-05-31,Clothing,North,39458,4333.3
2025-05-31,Groceries,East,4326,940.73
2025-05-31,Groceries,West,35802,3809.97
2025-05-31,Groceries,North,16259,1026.31
2025-06-01,Electronics,East,28086,3723.46
2025-06-01,Electronics,West,31959,2401.28
2025-06-01,Electronics,North,10009,513.42
2025-06-01,Clothing,East,37067,10915.4
2025-06-01,Clothing,West,11350,1722.1
2025-06-01,Clothing,North,32175,5449.23
2025-06-01,Groceries,East,14071,3362.66
2025-06-01,Groceries,West,19824,2582.91
2025-06-01,Groceries,North,43329,2807.31
2025-06-02,Electronics,East,6862,1462.12
2025-06-02,Electronics,West,16218,2980.67
2025-06-02,Electronics,North,48390,12706.4
2025-06-02,Clothing,East,3444,958.49
2025-06-02,Clothing,West,12473,1926.72
2025-06-02,Clothing,North,12520,3549.18
2025-06-02,Groceries,East,3381,1011.91
2025-06-02,Groceries,West,27017,6672.93
2025-06-02,Groceries,North,13210,3753.65
2025-06-03,Electronics,East,19970,5375.64
2025-06-03,Electronics,West,1607,200.23
2025-06-03,Electronics,North,40503,3111.65
2025-06-03,Clothing,East,22957,2781.02
2025-06-03,Clothing,West,43029,7995.87
2025-06-03,Clothing,North,33369,9086.88
2025-06-03,Groceries,East,9794,2573.52
2025-06-03,Groceries,West,31672,3743.92
2025-06-03,Groceries,North,8382,1112.05
2025-06-04,Electronics,East,48914,8057.54
2025-06-04,Electronics,West,17860,4101.54
2025-06-04,Electronics,North,1923,450.28
2025-06-04,Clothing,East,20334,3903.02
2025-06-04,Clothing,West,13659,1282.22
2025-06-04,Clothing,North,42859,11754.54
2025-06-04,Groceries,East,29029,5190.97
2025-06-04,Groceries,West,6684,1003.99
2025-06-04,Groceries,North,7251,697.51
2025-06-05,Electronics,East,10215,1730.05
2025-06-05,Electronics,West,17256,892.27
2025-06-05,Electronics,North,26137,2845.8
2025-06-05,Clothing,East,18497,5336.55
2025-06-05,Clothing,West,20788,4066.45
2025-06-05,Clothing,North,38544,2037.39
2025-06-05,Groceries,East,43839,6132.55
2025-06-05,Groceries,West,16486,1080.35
2025-06-05,Groceries,North,8747,1455.05
2025-06-06,Electronics,East,11467,1735.58
2025-06-06,Electronics,West,33933,9527.59
2025-06-06,Electronics,North,47108,11421.82
2025-06-06,Clothing,East,46238,3669.17
2025-06-06,Clothing,West,20335,2885.25
2025-06-06,Clothing,North,15473,1621.29
2025-06-06,Groceries,East,9753,1653.58
2025-06-06,Groceries,West,30817,7301.59
2025-06-06,Groceries,North,40697,5836.2
2025-06-07,Electronics,East,47002,8803.88
2025-06-07,Electronics,West,31856,7624.34
2025-06-07,Electronics,North,44522,11415.48
2025-06-07,Clothing,East,17217,3789.21
2025-06-07,Clothing,West,40047,10743.96
2025-06-07,Clothing,North,6365,1154.46
2025-06-07,Groceries,East,35614,8046.68
2025-06-07,Groceries,West,6118,1708.83
2025-06-07,Groceries,North,8353,546.62
2025-06-08,Electronics,East,36890,10171.39
2025-06-08,Electronics,West,14248,2752.36
2025-06-08,Electronics,North,10820,986.07
2025-06-08,Clothing,East,35101,5632.31
2025-06-08,Clothing,West,45583,4619.85
2025-06-08,Clothing,North,39217,6753.44
2025-06-08,Groceries,East,34447,5558.74
2025-06-08,Groceries,West,4646,758.96
2025-06-08,Groceries,North,34636,5328.96
2025-06-09,Electronics,East,37956,2445.66
2025-06-09,Electronics,West,31302,6829.84
2025-06-09,Electronics,North,21196,4892.46
2025-06-09,Clothing,East,26948,3061.68
2025-06-09,Clothing,West,1197,283.03
2025-06-09,Clothing,North,38900,2655.21
2025-06-09,Groceries,East,28767,3916.12
2025-06-09,Groceries,West,5178,959.44
2025-06-09,Groceries,North,4948,1403.48
2025-06-10,Electronics,East,5523,1637.76
2025-06-10,Electronics,West,31937,1850.23
2025-06-10,Electronics,North,27795,2640.4
2025-06-10,Clothing,East,9875,2384.39
2025-06-10,Clothing,West,48794,10318.48
2025-06-10,Clothing,North,28548,4099.93
2025-06-10,Groceries,East,26066,4226.19
2025-06-10,Groceries,West,25739,3704.14
2025-06-10,Groceries,North,45743,13312.86
2025-06-11,Electronics,East,36343,3025.46
2025-06-11,Electronics,West,23791,1895.15
2025-06-11,Electronics,North,36209,5368.51
2025-06-11,Clothing,East,9345,2167.71
2025-06-11,Clothing,West,15594,4034.25
2025-06-11,Clothing,North,2489,733.32
2025-06-11,Groceries,East,31343,6844.53
2025-06-11,Groceries,West,36680,5723.25
2025-06-11,Groceries,North,25856,6615.0
2025-06-12,Electronics,East,17220,2843.99
2025-06-12,Electronics,West,11166,1327.78
2025-06-12,Electronics,North,48515,11710.19
2025-06-12,Clothing,East,3111,785.12
2025-06-12,Clothing,West,28475,5801.23
2025-06-12,Clothing,North,2025,223.09
2025-06-12,Groceries,East,5409,406.89
2025-06-12,Groceries,West,3200,517.15
2025-06-12,Groceries,North,45041,10171.23
2025-06-13,Electronics,East,4190,465.86
2025-06-13,Electronics,West,3899,587.06
2025-06-13,Electronics,North,16357,3025.06
2025-06-13,Clothing,East,4699,399.57
2025-06-13,Clothing,West,19957,2166.14
2025-06-13,Clothing,North,48940,9495.71
2025-06-13,Groceries,East,38845,7748.78
2025-06-13,Groceries,West,45075,11475.9
2025-06-13,Groceries,North,16525,2072.91
2025-06-14,Electronics,East,10388,3079.25
2025-06-14,Electronics,West,35160,3700.97
2025-06-14,Electronics,North,20693,2458.09
2025-06-14,Clothing,East,37485,10763.07
2025-06-14,Clothing,West,49182,13667.4
2025-06-14,Clothing,North,42025,9232.37
2025-06-14,Groceries,East,37428,6508.92
2025-06-14,Groceries,West,23571,6727.08
2025-06-14,Groceries,North,44997,6537.55
2025-06-15,Electronics,East,35371,4587.04
2025-06-15,Electronics,West,28284,4301.0
2025-06-15,Electronics,North,20653,2976.41
2025-06-15,Clothing,East,36253,6104.27
2025-06-15,Clothing,West,15768,1973.9
2025-06-15,Clothing,North,47371,4078.07
2025-06-15,Groceries,East,31344,8735.11
2025-06-15,Groceries,West,37856,5798.38
2025-06-15,Groceries,North,28296,5357.05
2025-06-16,Electronics,East,9787,1439.71
2025-06-16,Electronics,West,17711,1785.87
2025-06-16,Electronics,North,43382,3026.66
2025-06-16,Clothing,East,30477,7978.37
2025-06-16,Clothing,West,7059,1298.21
2025-06-16,Clothing,North,13483,847.87
2025-06-16,Groceries,East,25718,5617.27
2025-06-16,Groceries,West,40513,2426.2
2025-06-16,Groceries,North,5769,559.83
2025-06-17,Electronics,East,39507,9129.13
2025-06-17,Electronics,West,37624,3922.46
2025-06-17,Electronics,North,14689,3927.38
2025-06-17,Clothing,East,22821,2870.81
2025-06-17,Clothing,West,2004,206.32
2025-06-17,Clothing,North,13453,3908.36
2025-06-17,Groceries,East,8688,2056.62
2025-06-17,Groceries,West,32386,9023.07
2025-06-17,Groceries,North,46588,9368.86
2025-06-18,Electronics,East,14402,2148.17
2025-06-18,Electronics,West,16684,3136.92
2025-06-18,Electronics,North,19550,2837.98
2025-06-18,Clothing,East,35973,7632.76
2025-06-18,Clothing,West,21212,2447.66
2025-06-18,Clothing,North,34607,9368.22
2025-06-18,Groceries,East,31540,2354.53
2025-06-18,Groceries,West,48344,8091.46
2025-06-18,Groceries,North,21986,6124.92
2025-06-19,Electronics,East,25294,3243.46
2025-06-19,Electronics,West,3996,761.76
2025-06-19,Electronics,North,15501,3647.59
2025-06-19,Clothing,East,2062,237.53
2025-06-19,Clothing,West,39275,7650.21
2025-06-19,Clothing,North,28366,3511.66
2025-06-19,Groceries,East,13857,1835.59
2025-06-19,Groceries,West,25893,4983.04
2025-06-19,Groceries,North,17104,2990.21
2025-06-20,Electronics,East,43900,12549.52
2025-06-20,Electronics,West,23122,2643.58
2025-06-20,Electronics,North,33022,9630.11
2025-06-20,Clothing,East,43054,10113.32
2025-06-20,Clothing,West,31200,2872.22
2025-06-20,Clothing,North,24080,2222.98
2025-06-20,Groceries,East,48206,8997.0
2025-06-20,Groceries,West,13061,3646.96
2025-06-20,Groceries,North,36529,10870.33
2025-06-21,Electronics,East,4849,877.6
2025-06-21,Electronics,West,5871,1680.85
2025-06-21,Electronics,North,44792,2782.86
2025-06-21,Clothing,East,1418,217.09
2025-06-21,Clothing,West,42333,4565.97
2025-06-21,Clothing,North,47345,4154.87
2025-06-21,Groceries,East,15334,2705.43
2025-06-21,Groceries,West,25458,1657.63
2025-06-21,Groceries,North,42794,9272.98
2025-06-22,Electronics,East,41404,11518.09
2025-06-22,Electronics,West,44206,7601.82
2025-06-22,Electronics,North,1433,262.32
2025-06-22,Clothing,East,27957,1480.68
2025-06-22,Clothing,West,35695,8229.42
2025-06-22,Clothing,North,36110,10629.69
2025-06-22,Groceries,East,2123,372.7
2025-06-22,Groceries,West,46734,10211.76
